 	Channel 4	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
1256.1978	1.0	1251.0	L
1257.16615	1.0	1251.0	L
1257.8523	1.0	1251.0	L
1257.8752	1.0	1251.0	L
1257.94535	1.0	1251.0	L
1258.1708	1.0	1251.0	L
1258.2042	1.0	1251.0	L
1258.3506	1.0	1251.0	L
1258.4523	0.0	1251.0	L
1258.48835	1.0	1251.0	L
1258.53155	0.0	1251.0	L
1258.59705	1.0	1251.0	L
1258.82155	0.0	1251.0	L
1258.9861	1.0	1251.0	L
1259.3283	1.0	1251.0	L
1259.85195	1.0	1251.0	L
1260.00915	0.0	1251.0	L
1260.06815	0.0	1251.0	L
1260.14715	1.0	1251.0	L
1260.18125	0.0	1251.0	L
1260.21605	0.0	1251.0	L
1260.32045	1.0	1251.0	L
1260.3437	0.0	1251.0	L
1260.8919	1.0	1251.0	L
1260.95425	1.0	1251.0	L
1261.59115	1.0	1251.0	L
1261.7043	1.0	1251.0	L
1262.0158	1.0	1251.0	L
1262.10945	1.0	1251.0	L
1262.138	1.0	1251.0	L
1262.1753	1.0	1251.0	L
1262.21065	0.0	1251.0	L
1262.24735	1.0	1251.0	L
1262.308	1.0	1251.0	L
1262.3629	1.0	1251.0	L
1268.64775	0.0	1251.0	L
1269.99585	0.0	1251.0	L
1272.26195	1.0	1272.195	G
1274.10335	1.0	1272.195	G
1275.2195	0.0	1272.195	G
1275.40175	0.0	1272.195	G
1277.06225	1.0	1272.195	G
1279.84735	0.0	1272.195	G
1280.01695	0.0	1272.195	G
1280.0764	0.0	1272.195	G
1280.8896	0.0	1272.195	G
1280.98745	1.0	1272.195	G
1281.1194	0.0	1272.195	G
1281.16445	1.0	1272.195	G
1281.7338	0.0	1272.195	G
1281.777	1.0	1272.195	G
1281.8128	1.0	1272.195	G
1281.88385	1.0	1272.195	G
1281.9133	1.0	1272.195	G
1282.02855	1.0	1272.195	G
1282.0992	1.0	1272.195	G
1283.1869	0.0	1272.195	G
1283.4159	1.0	1272.195	G
1283.7716	0.0	1272.195	G
1285.7743	1.0	1272.195	G
1285.8722	0.0	1272.195	G
1285.97575	1.0	1272.195	G
1286.09015	0.0	1272.195	G
1287.5023	0.0	1272.195	G
1288.29505	0.0	1272.195	G
1289.3322	0.0	1272.195	G
1289.33425	0.0	1272.195	G
1289.33645	0.0	1272.195	G
1289.3453	0.0	1272.195	G
1289.35675	0.0	1272.195	G
1289.5276	0.0	1272.195	G
1289.8139	0.0	1272.195	G
1289.8882	0.0	1272.195	G
1289.90125	0.0	1272.195	G
1289.90335	0.0	1272.195	G
1289.9174	0.0	1272.195	G
1289.91985	0.0	1272.195	G
1289.9311	0.0	1272.195	G
1789.6262	0.0	 	 
1789.62825	0.0	 	 
1789.63035	0.0	 	 
1789.6369	0.0	 	 
1789.6389	0.0	 	 
1789.64095	0.0	 	 
1789.64635	0.0	 	 
1789.6484	0.0	 	 
1789.6505	0.0	 	 
1789.6566	0.0	 	 
1789.6587	0.0	 	 
1789.66075	0.0	 	 
1789.66635	0.0	 	 
1789.6684	0.0	 	 
1789.67045	0.0	 	 
1789.6764	0.0	 	 
1789.67845	0.0	 	 
1789.68095	0.0	 	 
1789.6866	0.0	 	 
1789.6886	0.0	 	 
1789.69065	0.0	 	 
1789.69625	0.0	 	 
