"UnitName"	"UnitType"	"Stimulus"	"StimNumber"	"isi.sec"	"Zoom"
"SC-38-4"	"HFA"	"attention"	7	0.005	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.005	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.104	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.054	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.018	"337.8"
"SC-38-4"	"HFA"	"attention"	7	1.44	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.026	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.023	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.015	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.011	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.015	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.09	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.041	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.018	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.008	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.089	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.006	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.01	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.035	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.099	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.005	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.027	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.01	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.013	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.097	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.055	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.021	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.006	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.013	"337.8"
"SC-38-4"	"HFA"	"attention"	7	1.509	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.008	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.039	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.014	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.123	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.006	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.046	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.013	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.007	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.09	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.059	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.005	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.094	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.017	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.029	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.01	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.007	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.089	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.035	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.115	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.029	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	1.284	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.036	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.013	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.115	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.009	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.053	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.01	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.1	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.004	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.051	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.085	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.005	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.01	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.037	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.007	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.008	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.007	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.103	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.003	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.005	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.056	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.008	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.012	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.008	"337.8"
"SC-38-4"	"HFA"	"attention"	7	0.796	"337.8"
"SC-38-4"	"HFA"	"calming"	8	0.049	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.037	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.037	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.018	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.018	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.017	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.021	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.021	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.027	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.017	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.02	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.018	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.032	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.049	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.003	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.021	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.024	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.063	"337.9"
"SC-38-4"	"HFA"	"calming"	8	1.544	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.276	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.056	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.053	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.025	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.02	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.018	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.017	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.019	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.018	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.003	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.019	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.023	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.026	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.037	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.019	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.021	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.017	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.021	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.023	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.037	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.951	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.411	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.346	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.09	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.063	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.04	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.017	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.021	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.022	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.032	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.015	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.018	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.013	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.011	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.028	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.005	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.019	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.014	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.016	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.034	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.004	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.017	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.02	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.012	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.007	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.006	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.022	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.008	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.019	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.01	"337.9"
"SC-38-4"	"HFA"	"calming"	8	0.009	"337.9"
