UnitName,UnitType,StimNumber,Stimulus,isi.sec,Presentation,time.sec,IFF
SC-38-4,HFA,6,sadness,0.016,1,1.21,62.5
SC-38-4,HFA,6,sadness,0.011,1,1.221,90.90909090909092
SC-38-4,HFA,6,sadness,0.005,1,1.226,200
SC-38-4,HFA,6,sadness,0.008,1,1.234,125
SC-38-4,HFA,6,sadness,0.062,1,1.296,16.129032258064516
SC-38-4,HFA,6,sadness,0.005,1,1.301,200
SC-38-4,HFA,6,sadness,0.013,1,1.314,76.92307692307692
SC-38-4,HFA,6,sadness,0.991,1,2.305,1.0090817356205852
SC-38-4,HFA,6,sadness,0.743,1,3.048,1.3458950201884252
SC-38-4,HFA,6,sadness,0.107,1,3.155,9.345794392523365
SC-38-4,HFA,6,sadness,0.035,1,3.19,28.57142857142857
SC-38-4,HFA,6,sadness,0.008,1,3.198,125
SC-38-4,HFA,6,sadness,0.014,1,3.212,71.42857142857143
SC-38-4,HFA,6,sadness,0.005,1,3.217,200
SC-38-4,HFA,6,sadness,0.012,1,3.229,83.33333333333333
SC-38-4,HFA,6,sadness,0.034,1,3.263,29.41176470588235
SC-38-4,HFA,6,sadness,0.275,1,3.538,3.6363636363636362
SC-38-4,HFA,6,sadness,0.146,1,3.684,6.849315068493151
SC-38-4,HFA,6,sadness,0.036,1,3.72,27.77777777777778
SC-38-4,HFA,6,sadness,0.143,1,3.863,6.993006993006993
SC-38-4,HFA,6,sadness,0.288,1,4.151,3.4722222222222223
SC-38-4,HFA,6,sadness,0.183,1,4.334,5.46448087431694
SC-38-4,HFA,6,sadness,0.234,1,4.568,4.273504273504273
SC-38-4,HFA,6,sadness,0.294,1,4.862,3.4013605442176873
SC-38-4,HFA,6,sadness,0.023,1,4.885,43.47826086956522
SC-38-4,HFA,6,sadness,0.037,1,4.922,27.027027027027028
SC-38-4,HFA,6,sadness,0.052,1,4.974,19.23076923076923
SC-38-4,HFA,6,sadness,0.082,1,5.056,12.195121951219512
SC-38-4,HFA,6,sadness,0.692,1,5.748,1.4450867052023122
SC-38-4,HFA,6,sadness,0.11,1,5.858,9.090909090909092
SC-38-4,HFA,6,sadness,0.032,1,5.89,31.25
SC-38-4,HFA,6,sadness,3.845,1,9.735,0.2600780234070221
SC-38-4,HFA,6,sadness,0.305,1,10.040000000000001,3.278688524590164
SC-38-4,HFA,6,sadness,0.073,1,10.113,13.698630136986303
SC-38-4,HFA,6,sadness,0.019,1,10.132,52.631578947368425
SC-38-4,HFA,6,sadness,0.016,1,10.148,62.5
SC-38-4,HFA,6,sadness,0.055,1,10.203,18.181818181818183
SC-38-4,HFA,6,sadness,0.08,1,10.283,12.5
SC-38-4,HFA,6,sadness,0.019,1,10.302,52.631578947368425
SC-38-4,HFA,6,sadness,0.035,1,10.337,28.57142857142857
SC-38-4,HFA,7,attention,0.003,2,0.003,333.3333333333333
SC-38-4,HFA,7,attention,0.007,2,0.01,142.85714285714286
SC-38-4,HFA,7,attention,0.006,2,0.016,166.66666666666666
SC-38-4,HFA,7,attention,0.006,2,0.022,166.66666666666666
SC-38-4,HFA,7,attention,0.005,2,0.027,200
SC-38-4,HFA,7,attention,0.005,2,0.032,200
SC-38-4,HFA,7,attention,0.03,2,0.062,33.333333333333336
SC-38-4,HFA,7,attention,0.017,2,0.079,58.8235294117647
SC-38-4,HFA,7,attention,0.012,2,0.091,83.33333333333333
SC-38-4,HFA,7,attention,0.01,2,0.101,100
SC-38-4,HFA,7,attention,0.111,2,0.212,9.00900900900901
SC-38-4,HFA,7,attention,0.004,2,0.216,250
SC-38-4,HFA,7,attention,0.004,2,0.22,250
SC-38-4,HFA,7,attention,0.004,2,0.224,250
SC-38-4,HFA,7,attention,0.041,2,0.265,24.390243902439025
SC-38-4,HFA,7,attention,0.015,2,0.28,66.66666666666667
SC-38-4,HFA,7,attention,0.005,2,0.28500000000000003,200
SC-38-4,HFA,7,attention,0.005,2,0.29,200
SC-38-4,HFA,7,attention,0.009,2,0.299,111.11111111111111
SC-38-4,HFA,7,attention,0.106,2,0.405,9.433962264150944
SC-38-4,HFA,7,attention,0.003,2,0.408,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,0.412,250
SC-38-4,HFA,7,attention,0.004,2,0.416,250
SC-38-4,HFA,7,attention,0.016,2,0.432,62.5
SC-38-4,HFA,7,attention,0.022,2,0.454,45.45454545454546
SC-38-4,HFA,7,attention,0.009,2,0.463,111.11111111111111
SC-38-4,HFA,7,attention,0.106,2,0.569,9.433962264150944
SC-38-4,HFA,7,attention,0.005,2,0.574,200
SC-38-4,HFA,7,attention,0.004,2,0.578,250
SC-38-4,HFA,7,attention,0.04,2,0.618,25
SC-38-4,HFA,7,attention,0.014,2,0.632,71.42857142857143
SC-38-4,HFA,7,attention,0.011,2,0.643,90.90909090909092
SC-38-4,HFA,7,attention,0.112,2,0.755,8.928571428571429
SC-38-4,HFA,7,attention,0.003,2,0.758,333.3333333333333
SC-38-4,HFA,7,attention,0.019,2,0.777,52.631578947368425
SC-38-4,HFA,7,attention,0.022,2,0.799,45.45454545454546
SC-38-4,HFA,7,attention,0.017,2,0.816,58.8235294117647
SC-38-4,HFA,7,attention,1.402,2,2.218,0.7132667617689016
SC-38-4,HFA,7,attention,0.003,2,2.221,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,2.225,250
SC-38-4,HFA,7,attention,0.005,2,2.23,200
SC-38-4,HFA,7,attention,0.023,2,2.253,43.47826086956522
SC-38-4,HFA,7,attention,0.015,2,2.268,66.66666666666667
SC-38-4,HFA,7,attention,0.018,2,2.286,55.55555555555556
SC-38-4,HFA,7,attention,0.01,2,2.296,100
SC-38-4,HFA,7,attention,0.003,2,2.299,333.3333333333333
SC-38-4,HFA,7,attention,0.103,2,2.4019999999999997,9.708737864077671
SC-38-4,HFA,7,attention,0.004,2,2.4059999999999997,250
SC-38-4,HFA,7,attention,0.024,2,2.4299999999999997,41.666666666666664
SC-38-4,HFA,7,attention,0.034,2,2.464,29.41176470588235
SC-38-4,HFA,7,attention,0.007,2,2.471,142.85714285714286
SC-38-4,HFA,7,attention,0.006,2,2.477,166.66666666666666
SC-38-4,HFA,7,attention,0.004,2,2.481,250
SC-38-4,HFA,7,attention,0.08,2,2.561,12.5
SC-38-4,HFA,7,attention,0.003,2,2.564,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,2.568,250
SC-38-4,HFA,7,attention,0.005,2,2.573,200
SC-38-4,HFA,7,attention,0.031,2,2.604,32.25806451612903
SC-38-4,HFA,7,attention,0.017,2,2.621,58.8235294117647
SC-38-4,HFA,7,attention,0.01,2,2.631,100
SC-38-4,HFA,7,attention,0.008,2,2.639,125
SC-38-4,HFA,7,attention,0.079,2,2.718,12.658227848101266
SC-38-4,HFA,7,attention,0.004,2,2.722,250
SC-38-4,HFA,7,attention,0.004,2,2.726,250
SC-38-4,HFA,7,attention,0.01,2,2.7359999999999998,100
SC-38-4,HFA,7,attention,0.042,2,2.778,23.809523809523807
SC-38-4,HFA,7,attention,0.005,2,2.783,200
SC-38-4,HFA,7,attention,0.005,2,2.788,200
SC-38-4,HFA,7,attention,0.005,2,2.7929999999999997,200
SC-38-4,HFA,7,attention,0.104,2,2.897,9.615384615384615
SC-38-4,HFA,7,attention,0.004,2,2.901,250
SC-38-4,HFA,7,attention,0.004,2,2.905,250
SC-38-4,HFA,7,attention,0.054,2,2.959,18.51851851851852
SC-38-4,HFA,7,attention,0.018,2,2.977,55.55555555555556
SC-38-4,HFA,7,attention,1.44,2,4.417,0.6944444444444444
SC-38-4,HFA,7,attention,0.026,2,4.443,38.46153846153846
SC-38-4,HFA,7,attention,0.023,2,4.466,43.47826086956522
SC-38-4,HFA,7,attention,0.015,2,4.481,66.66666666666667
SC-38-4,HFA,7,attention,0.011,2,4.492,90.90909090909092
SC-38-4,HFA,7,attention,0.004,2,4.4959999999999996,250
SC-38-4,HFA,7,attention,0.015,2,4.511,66.66666666666667
SC-38-4,HFA,7,attention,0.09,2,4.601,11.11111111111111
SC-38-4,HFA,7,attention,0.009,2,4.609999999999999,111.11111111111111
SC-38-4,HFA,7,attention,0.041,2,4.651,24.390243902439025
SC-38-4,HFA,7,attention,0.018,2,4.669,55.55555555555556
SC-38-4,HFA,7,attention,0.008,2,4.677,125
SC-38-4,HFA,7,attention,0.012,2,4.689,83.33333333333333
SC-38-4,HFA,7,attention,0.089,2,4.778,11.235955056179776
SC-38-4,HFA,7,attention,0.004,2,4.782,250
SC-38-4,HFA,7,attention,0.006,2,4.788,166.66666666666666
SC-38-4,HFA,7,attention,0.01,2,4.798,100
SC-38-4,HFA,7,attention,0.035,2,4.833,28.57142857142857
SC-38-4,HFA,7,attention,0.009,2,4.842,111.11111111111111
SC-38-4,HFA,7,attention,0.099,2,4.941,10.1010101010101
SC-38-4,HFA,7,attention,0.003,2,4.944,333.3333333333333
SC-38-4,HFA,7,attention,0.005,2,4.949,200
SC-38-4,HFA,7,attention,0.012,2,4.960999999999999,83.33333333333333
SC-38-4,HFA,7,attention,0.027,2,4.9879999999999995,37.03703703703704
SC-38-4,HFA,7,attention,0.01,2,4.998,100
SC-38-4,HFA,7,attention,0.013,2,5.011,76.92307692307692
SC-38-4,HFA,7,attention,0.097,2,5.108,10.309278350515463
SC-38-4,HFA,7,attention,0.004,2,5.112,250
SC-38-4,HFA,7,attention,0.055,2,5.167,18.181818181818183
SC-38-4,HFA,7,attention,0.021,2,5.188,47.61904761904761
SC-38-4,HFA,7,attention,0.006,2,5.194,166.66666666666666
SC-38-4,HFA,7,attention,0.013,2,5.207,76.92307692307692
SC-38-4,HFA,7,attention,1.509,2,6.716,0.6626905235255136
SC-38-4,HFA,7,attention,0.004,2,6.72,250
SC-38-4,HFA,7,attention,0.004,2,6.723999999999999,250
SC-38-4,HFA,7,attention,0.008,2,6.731999999999999,125
SC-38-4,HFA,7,attention,0.039,2,6.771,25.641025641025642
SC-38-4,HFA,7,attention,0.014,2,6.785,71.42857142857143
SC-38-4,HFA,7,attention,0.123,2,6.9079999999999995,8.130081300813009
SC-38-4,HFA,7,attention,0.003,2,6.911,333.3333333333333
SC-38-4,HFA,7,attention,0.006,2,6.917,166.66666666666666
SC-38-4,HFA,7,attention,0.046,2,6.963,21.73913043478261
SC-38-4,HFA,7,attention,0.013,2,6.976,76.92307692307692
SC-38-4,HFA,7,attention,0.007,2,6.983,142.85714285714286
SC-38-4,HFA,7,attention,0.09,2,7.0729999999999995,11.11111111111111
SC-38-4,HFA,7,attention,0.004,2,7.077,250
SC-38-4,HFA,7,attention,0.059,2,7.136,16.949152542372882
SC-38-4,HFA,7,attention,0.005,2,7.141,200
SC-38-4,HFA,7,attention,0.004,2,7.145,250
SC-38-4,HFA,7,attention,0.094,2,7.239,10.638297872340425
SC-38-4,HFA,7,attention,0.003,2,7.242,333.3333333333333
SC-38-4,HFA,7,attention,0.017,2,7.2589999999999995,58.8235294117647
SC-38-4,HFA,7,attention,0.029,2,7.287999999999999,34.48275862068965
SC-38-4,HFA,7,attention,0.01,2,7.298,100
SC-38-4,HFA,7,attention,0.007,2,7.305,142.85714285714286
SC-38-4,HFA,7,attention,0.009,2,7.314,111.11111111111111
SC-38-4,HFA,7,attention,0.012,2,7.326,83.33333333333333
SC-38-4,HFA,7,attention,0.089,2,7.415,11.235955056179776
SC-38-4,HFA,7,attention,0.003,2,7.418,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,7.422,250
SC-38-4,HFA,7,attention,0.009,2,7.431,111.11111111111111
SC-38-4,HFA,7,attention,0.035,2,7.465999999999999,28.57142857142857
SC-38-4,HFA,7,attention,0.012,2,7.478,83.33333333333333
SC-38-4,HFA,7,attention,0.115,2,7.593,8.695652173913043
SC-38-4,HFA,7,attention,0.004,2,7.5969999999999995,250
SC-38-4,HFA,7,attention,0.004,2,7.601,250
SC-38-4,HFA,7,attention,0.012,2,7.6129999999999995,83.33333333333333
SC-38-4,HFA,7,attention,0.029,2,7.6419999999999995,34.48275862068965
SC-38-4,HFA,7,attention,0.012,2,7.654,83.33333333333333
SC-38-4,HFA,7,attention,0.009,2,7.662999999999999,111.11111111111111
SC-38-4,HFA,7,attention,0.012,2,7.675,83.33333333333333
SC-38-4,HFA,7,attention,1.284,2,8.959,0.778816199376947
SC-38-4,HFA,7,attention,0.003,2,8.962,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,8.966,250
SC-38-4,HFA,7,attention,0.012,2,8.978,83.33333333333333
SC-38-4,HFA,7,attention,0.036,2,9.014,27.77777777777778
SC-38-4,HFA,7,attention,0.013,2,9.027,76.92307692307692
SC-38-4,HFA,7,attention,0.009,2,9.036,111.11111111111111
SC-38-4,HFA,7,attention,0.115,2,9.151,8.695652173913043
SC-38-4,HFA,7,attention,0.003,2,9.154,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,9.158,250
SC-38-4,HFA,7,attention,0.009,2,9.167,111.11111111111111
SC-38-4,HFA,7,attention,0.053,2,9.22,18.867924528301888
SC-38-4,HFA,7,attention,0.01,2,9.23,100
SC-38-4,HFA,7,attention,0.1,2,9.33,10
SC-38-4,HFA,7,attention,0.003,2,9.333,333.3333333333333
SC-38-4,HFA,7,attention,0.004,2,9.337,250
SC-38-4,HFA,7,attention,0.012,2,9.349,83.33333333333333
SC-38-4,HFA,7,attention,0.051,2,9.4,19.607843137254903
SC-38-4,HFA,7,attention,0.085,2,9.485,11.76470588235294
SC-38-4,HFA,7,attention,0.003,2,9.488,333.3333333333333
SC-38-4,HFA,7,attention,0.005,2,9.493,200
SC-38-4,HFA,7,attention,0.01,2,9.503,100
SC-38-4,HFA,7,attention,0.037,2,9.54,27.027027027027028
SC-38-4,HFA,7,attention,0.007,2,9.547,142.85714285714286
SC-38-4,HFA,7,attention,0.008,2,9.555,125
SC-38-4,HFA,7,attention,0.007,2,9.562,142.85714285714286
SC-38-4,HFA,7,attention,0.103,2,9.665,9.708737864077671
SC-38-4,HFA,7,attention,0.003,2,9.668,333.3333333333333
SC-38-4,HFA,7,attention,0.005,2,9.673,200
SC-38-4,HFA,7,attention,0.056,2,9.729,17.857142857142858
SC-38-4,HFA,7,attention,0.008,2,9.737,125
SC-38-4,HFA,7,attention,0.012,2,9.749,83.33333333333333
SC-38-4,HFA,7,attention,0.008,2,9.757,125
SC-38-4,HFA,7,attention,0.796,2,10.552999999999999,1.2562814070351758
SC-38-4,HFA,8,calming,0.049,2,0.049,20.408163265306122
SC-38-4,HFA,8,calming,0.037,2,0.086,27.027027027027028
SC-38-4,HFA,8,calming,0.037,2,0.123,27.027027027027028
SC-38-4,HFA,8,calming,0.006,2,0.129,166.66666666666666
SC-38-4,HFA,8,calming,0.009,2,0.138,111.11111111111111
SC-38-4,HFA,8,calming,0.01,2,0.148,100
SC-38-4,HFA,8,calming,0.013,2,0.161,76.92307692307692
SC-38-4,HFA,8,calming,0.007,2,0.168,142.85714285714286
SC-38-4,HFA,8,calming,0.011,2,0.179,90.90909090909092
SC-38-4,HFA,8,calming,0.004,2,0.183,250
SC-38-4,HFA,8,calming,0.007,2,0.19,142.85714285714286
SC-38-4,HFA,8,calming,0.015,2,0.205,66.66666666666667
SC-38-4,HFA,8,calming,0.005,2,0.21,200
SC-38-4,HFA,8,calming,0.008,2,0.218,125
SC-38-4,HFA,8,calming,0.01,2,0.228,100
SC-38-4,HFA,8,calming,0.007,2,0.235,142.85714285714286
SC-38-4,HFA,8,calming,0.012,2,0.247,83.33333333333333
SC-38-4,HFA,8,calming,0.008,2,0.255,125
SC-38-4,HFA,8,calming,0.007,2,0.262,142.85714285714286
SC-38-4,HFA,8,calming,0.011,2,0.273,90.90909090909092
SC-38-4,HFA,8,calming,0.009,2,0.282,111.11111111111111
SC-38-4,HFA,8,calming,0.01,2,0.292,100
SC-38-4,HFA,8,calming,0.009,2,0.301,111.11111111111111
SC-38-4,HFA,8,calming,0.006,2,0.307,166.66666666666666
SC-38-4,HFA,8,calming,0.01,2,0.317,100
SC-38-4,HFA,8,calming,0.012,2,0.329,83.33333333333333
SC-38-4,HFA,8,calming,0.012,2,0.34099999999999997,83.33333333333333
SC-38-4,HFA,8,calming,0.005,2,0.346,200
SC-38-4,HFA,8,calming,0.008,2,0.354,125
SC-38-4,HFA,8,calming,0.005,2,0.359,200
SC-38-4,HFA,8,calming,0.018,2,0.377,55.55555555555556
SC-38-4,HFA,8,calming,0.008,2,0.385,125
SC-38-4,HFA,8,calming,0.006,2,0.391,166.66666666666666
SC-38-4,HFA,8,calming,0.006,2,0.397,166.66666666666666
SC-38-4,HFA,8,calming,0.014,2,0.411,71.42857142857143
SC-38-4,HFA,8,calming,0.01,2,0.421,100
SC-38-4,HFA,8,calming,0.011,2,0.432,90.90909090909092
SC-38-4,HFA,8,calming,0.008,2,0.44,125
SC-38-4,HFA,8,calming,0.014,2,0.454,71.42857142857143
SC-38-4,HFA,8,calming,0.013,2,0.46699999999999997,76.92307692307692
SC-38-4,HFA,8,calming,0.018,2,0.485,55.55555555555556
SC-38-4,HFA,8,calming,0.016,2,0.501,62.5
SC-38-4,HFA,8,calming,0.017,2,0.518,58.8235294117647
SC-38-4,HFA,8,calming,0.011,2,0.529,90.90909090909092
SC-38-4,HFA,8,calming,0.005,2,0.534,200
SC-38-4,HFA,8,calming,0.014,2,0.548,71.42857142857143
SC-38-4,HFA,8,calming,0.015,2,0.563,66.66666666666667
SC-38-4,HFA,8,calming,0.012,2,0.575,83.33333333333333
SC-38-4,HFA,8,calming,0.01,2,0.585,100
SC-38-4,HFA,8,calming,0.009,2,0.594,111.11111111111111
SC-38-4,HFA,8,calming,0.005,2,0.599,200
SC-38-4,HFA,8,calming,0.007,2,0.606,142.85714285714286
SC-38-4,HFA,8,calming,0.006,2,0.612,166.66666666666666
SC-38-4,HFA,8,calming,0.004,2,0.616,250
SC-38-4,HFA,8,calming,0.021,2,0.637,47.61904761904761
SC-38-4,HFA,8,calming,0.004,2,0.641,250
SC-38-4,HFA,8,calming,0.006,2,0.647,166.66666666666666
SC-38-4,HFA,8,calming,0.01,2,0.657,100
SC-38-4,HFA,8,calming,0.009,2,0.666,111.11111111111111
SC-38-4,HFA,8,calming,0.021,2,0.6869999999999999,47.61904761904761
SC-38-4,HFA,8,calming,0.004,2,0.691,250
SC-38-4,HFA,8,calming,0.014,2,0.705,71.42857142857143
SC-38-4,HFA,8,calming,0.008,2,0.713,125
SC-38-4,HFA,8,calming,0.009,2,0.722,111.11111111111111
SC-38-4,HFA,8,calming,0.016,2,0.738,62.5
SC-38-4,HFA,8,calming,0.008,2,0.746,125
SC-38-4,HFA,8,calming,0.008,2,0.754,125
SC-38-4,HFA,8,calming,0.01,2,0.764,100
SC-38-4,HFA,8,calming,0.009,2,0.773,111.11111111111111
SC-38-4,HFA,8,calming,0.008,2,0.781,125
SC-38-4,HFA,8,calming,0.009,2,0.79,111.11111111111111
SC-38-4,HFA,8,calming,0.027,2,0.817,37.03703703703704
SC-38-4,HFA,8,calming,0.004,2,0.821,250
SC-38-4,HFA,8,calming,0.005,2,0.826,200
SC-38-4,HFA,8,calming,0.008,2,0.834,125
SC-38-4,HFA,8,calming,0.017,2,0.851,58.8235294117647
SC-38-4,HFA,8,calming,0.02,2,0.871,50
SC-38-4,HFA,8,calming,0.013,2,0.884,76.92307692307692
SC-38-4,HFA,8,calming,0.009,2,0.893,111.11111111111111
SC-38-4,HFA,8,calming,0.018,2,0.911,55.55555555555556
SC-38-4,HFA,8,calming,0.032,2,0.943,31.25
SC-38-4,HFA,8,calming,0.049,2,0.992,20.408163265306122
SC-38-4,HFA,8,calming,0.009,2,1.001,111.11111111111111
SC-38-4,HFA,8,calming,0.013,2,1.014,76.92307692307692
SC-38-4,HFA,8,calming,0.008,2,1.022,125
SC-38-4,HFA,8,calming,0.008,2,1.03,125
SC-38-4,HFA,8,calming,0.006,2,1.036,166.66666666666666
SC-38-4,HFA,8,calming,0.01,2,1.046,100
SC-38-4,HFA,8,calming,0.009,2,1.055,111.11111111111111
SC-38-4,HFA,8,calming,0.008,2,1.063,125
SC-38-4,HFA,8,calming,0.005,2,1.068,200
SC-38-4,HFA,8,calming,0.005,2,1.073,200
SC-38-4,HFA,8,calming,0.005,2,1.078,200
SC-38-4,HFA,8,calming,0.01,2,1.088,100
SC-38-4,HFA,8,calming,0.007,2,1.095,142.85714285714286
SC-38-4,HFA,8,calming,0.009,2,1.104,111.11111111111111
SC-38-4,HFA,8,calming,0.006,2,1.11,166.66666666666666
SC-38-4,HFA,8,calming,0.005,2,1.115,200
SC-38-4,HFA,8,calming,0.003,2,1.118,333.3333333333333
SC-38-4,HFA,8,calming,0.004,2,1.122,250
SC-38-4,HFA,8,calming,0.007,2,1.129,142.85714285714286
SC-38-4,HFA,8,calming,0.006,2,1.135,166.66666666666666
SC-38-4,HFA,8,calming,0.009,2,1.144,111.11111111111111
SC-38-4,HFA,8,calming,0.007,2,1.151,142.85714285714286
SC-38-4,HFA,8,calming,0.007,2,1.158,142.85714285714286
SC-38-4,HFA,8,calming,0.005,2,1.163,200
SC-38-4,HFA,8,calming,0.007,2,1.17,142.85714285714286
SC-38-4,HFA,8,calming,0.007,2,1.177,142.85714285714286
SC-38-4,HFA,8,calming,0.013,2,1.19,76.92307692307692
SC-38-4,HFA,8,calming,0.008,2,1.198,125
SC-38-4,HFA,8,calming,0.016,2,1.214,62.5
SC-38-4,HFA,8,calming,0.021,2,1.235,47.61904761904761
SC-38-4,HFA,8,calming,0.024,2,1.259,41.666666666666664
SC-38-4,HFA,8,calming,0.063,2,1.322,15.873015873015873
SC-38-4,HFA,8,calming,1.544,2,2.866,0.6476683937823834
SC-38-4,HFA,8,calming,0.276,2,3.142,3.623188405797101
SC-38-4,HFA,8,calming,0.056,2,3.198,17.857142857142858
SC-38-4,HFA,8,calming,0.053,2,3.251,18.867924528301888
SC-38-4,HFA,8,calming,0.025,2,3.2760000000000002,40
SC-38-4,HFA,8,calming,0.02,2,3.2960000000000003,50
SC-38-4,HFA,8,calming,0.007,2,3.303,142.85714285714286
SC-38-4,HFA,8,calming,0.018,2,3.321,55.55555555555556
SC-38-4,HFA,8,calming,0.007,2,3.328,142.85714285714286
SC-38-4,HFA,8,calming,0.008,2,3.336,125
SC-38-4,HFA,8,calming,0.006,2,3.342,166.66666666666666
SC-38-4,HFA,8,calming,0.014,2,3.356,71.42857142857143
SC-38-4,HFA,8,calming,0.011,2,3.367,90.90909090909092
SC-38-4,HFA,8,calming,0.008,2,3.375,125
SC-38-4,HFA,8,calming,0.008,2,3.383,125
SC-38-4,HFA,8,calming,0.005,2,3.388,200
SC-38-4,HFA,8,calming,0.014,2,3.402,71.42857142857143
SC-38-4,HFA,8,calming,0.01,2,3.412,100
SC-38-4,HFA,8,calming,0.008,2,3.42,125
SC-38-4,HFA,8,calming,0.007,2,3.427,142.85714285714286
SC-38-4,HFA,8,calming,0.005,2,3.432,200
SC-38-4,HFA,8,calming,0.011,2,3.443,90.90909090909092
SC-38-4,HFA,8,calming,0.016,2,3.459,62.5
SC-38-4,HFA,8,calming,0.011,2,3.47,90.90909090909092
SC-38-4,HFA,8,calming,0.012,2,3.482,83.33333333333333
SC-38-4,HFA,8,calming,0.013,2,3.495,76.92307692307692
SC-38-4,HFA,8,calming,0.005,2,3.5,200
SC-38-4,HFA,8,calming,0.013,2,3.513,76.92307692307692
SC-38-4,HFA,8,calming,0.009,2,3.5220000000000002,111.11111111111111
SC-38-4,HFA,8,calming,0.015,2,3.537,66.66666666666667
SC-38-4,HFA,8,calming,0.004,2,3.541,250
SC-38-4,HFA,8,calming,0.017,2,3.5580000000000003,58.8235294117647
SC-38-4,HFA,8,calming,0.019,2,3.577,52.631578947368425
SC-38-4,HFA,8,calming,0.014,2,3.591,71.42857142857143
SC-38-4,HFA,8,calming,0.004,2,3.595,250
SC-38-4,HFA,8,calming,0.011,2,3.606,90.90909090909092
SC-38-4,HFA,8,calming,0.016,2,3.622,62.5
SC-38-4,HFA,8,calming,0.018,2,3.64,55.55555555555556
SC-38-4,HFA,8,calming,0.003,2,3.6430000000000002,333.3333333333333
SC-38-4,HFA,8,calming,0.019,2,3.662,52.631578947368425
SC-38-4,HFA,8,calming,0.011,2,3.673,90.90909090909092
SC-38-4,HFA,8,calming,0.008,2,3.681,125
SC-38-4,HFA,8,calming,0.011,2,3.692,90.90909090909092
SC-38-4,HFA,8,calming,0.006,2,3.698,166.66666666666666
SC-38-4,HFA,8,calming,0.009,2,3.707,111.11111111111111
SC-38-4,HFA,8,calming,0.005,2,3.712,200
SC-38-4,HFA,8,calming,0.006,2,3.718,166.66666666666666
SC-38-4,HFA,8,calming,0.007,2,3.725,142.85714285714286
SC-38-4,HFA,8,calming,0.006,2,3.731,166.66666666666666
SC-38-4,HFA,8,calming,0.008,2,3.739,125
SC-38-4,HFA,8,calming,0.007,2,3.746,142.85714285714286
SC-38-4,HFA,8,calming,0.01,2,3.7560000000000002,100
SC-38-4,HFA,8,calming,0.01,2,3.766,100
SC-38-4,HFA,8,calming,0.012,2,3.778,83.33333333333333
SC-38-4,HFA,8,calming,0.013,2,3.791,76.92307692307692
SC-38-4,HFA,8,calming,0.012,2,3.803,83.33333333333333
SC-38-4,HFA,8,calming,0.008,2,3.811,125
SC-38-4,HFA,8,calming,0.007,2,3.818,142.85714285714286
SC-38-4,HFA,8,calming,0.009,2,3.827,111.11111111111111
SC-38-4,HFA,8,calming,0.006,2,3.833,166.66666666666666
SC-38-4,HFA,8,calming,0.013,2,3.846,76.92307692307692
SC-38-4,HFA,8,calming,0.008,2,3.854,125
SC-38-4,HFA,8,calming,0.023,2,3.8770000000000002,43.47826086956522
SC-38-4,HFA,8,calming,0.004,2,3.8810000000000002,250
SC-38-4,HFA,8,calming,0.015,2,3.896,66.66666666666667
SC-38-4,HFA,8,calming,0.004,2,3.9,250
SC-38-4,HFA,8,calming,0.026,2,3.926,38.46153846153846
SC-38-4,HFA,8,calming,0.008,2,3.934,125
SC-38-4,HFA,8,calming,0.037,2,3.971,27.027027027027028
SC-38-4,HFA,8,calming,0.015,2,3.986,66.66666666666667
SC-38-4,HFA,8,calming,0.007,2,3.993,142.85714285714286
SC-38-4,HFA,8,calming,0.012,2,4.005,83.33333333333333
SC-38-4,HFA,8,calming,0.012,2,4.017,83.33333333333333
SC-38-4,HFA,8,calming,0.008,2,4.025,125
SC-38-4,HFA,8,calming,0.012,2,4.037,83.33333333333333
SC-38-4,HFA,8,calming,0.009,2,4.046,111.11111111111111
SC-38-4,HFA,8,calming,0.007,2,4.053,142.85714285714286
SC-38-4,HFA,8,calming,0.007,2,4.0600000000000005,142.85714285714286
SC-38-4,HFA,8,calming,0.016,2,4.076,62.5
SC-38-4,HFA,8,calming,0.009,2,4.085,111.11111111111111
SC-38-4,HFA,8,calming,0.019,2,4.104,52.631578947368425
SC-38-4,HFA,8,calming,0.013,2,4.117,76.92307692307692
SC-38-4,HFA,8,calming,0.009,2,4.126,111.11111111111111
SC-38-4,HFA,8,calming,0.009,2,4.135,111.11111111111111
SC-38-4,HFA,8,calming,0.009,2,4.144,111.11111111111111
SC-38-4,HFA,8,calming,0.005,2,4.149,200
SC-38-4,HFA,8,calming,0.004,2,4.1530000000000005,250
SC-38-4,HFA,8,calming,0.006,2,4.159,166.66666666666666
SC-38-4,HFA,8,calming,0.01,2,4.1690000000000005,100
SC-38-4,HFA,8,calming,0.005,2,4.174,200
SC-38-4,HFA,8,calming,0.004,2,4.178,250
SC-38-4,HFA,8,calming,0.009,2,4.187,111.11111111111111
SC-38-4,HFA,8,calming,0.007,2,4.194,142.85714285714286
SC-38-4,HFA,8,calming,0.008,2,4.202,125
SC-38-4,HFA,8,calming,0.021,2,4.223,47.61904761904761
SC-38-4,HFA,8,calming,0.017,2,4.24,58.8235294117647
