 	Spike markers	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
287.8763501	1.0	281.6852	Attention
288.1570001	1.0	281.6852	Attention
288.2239001	1.0	281.6852	Attention
288.4055501	1.0	281.6852	Attention
288.6092001	1.0	281.6852	Attention
288.7302001	1.0	281.6852	Attention
288.8003001	1.0	281.6852	Attention
288.9435501	1.0	281.6852	Attention
289.0002501	1.0	281.6852	Attention
289.2070001	1.0	281.6852	Attention
295.8972001	0.0	281.6852	Attention
295.9003001	0.0	281.6852	Attention
295.9056001	0.0	281.6852	Attention
434.1057501	1.0	432.3965	Attention
434.2667501	1.0	432.3965	Attention
434.3166501	1.0	432.3965	Attention
434.4240501	1.0	432.3965	Attention
435.1287001	1.0	432.3965	Attention
435.2929501	1.0	432.3965	Attention
435.3424501	1.0	432.3965	Attention
436.7746501	1.0	432.3965	Attention
436.8454501	1.0	432.3965	Attention
436.9608001	1.0	432.3965	Attention
437.1444501	1.0	432.3965	Attention
437.2004501	1.0	432.3965	Attention
437.3673001	1.0	432.3965	Attention
437.4754001	1.0	432.3965	Attention
437.6390001	1.0	432.3965	Attention
437.9795001	1.0	432.3965	Attention
438.1501501	1.0	432.3965	Attention
438.1998501	1.0	432.3965	Attention
439.6805501	1.0	432.3965	Attention
439.7437001	1.0	432.3965	Attention
439.9313501	1.0	432.3965	Attention
440.1014501	1.0	432.3965	Attention
440.6179001	1.0	432.3965	Attention
440.7863501	1.0	432.3965	Attention
440.8789501	1.0	432.3965	Attention
440.9470501	1.0	432.3965	Attention
441.0610501	1.0	432.3965	Attention
441.1296501	1.0	432.3965	Attention
441.2644001	1.0	432.3965	Attention
441.3197501	1.0	432.3965	Attention
441.4223001	1.0	432.3965	Attention
450.8181001	1.0	448.9393	Gratitude
451.3356001	1.0	448.9393	Gratitude
451.6337501	1.0	448.9393	Gratitude
452.2299501	1.0	448.9393	Gratitude
452.3360501	1.0	448.9393	Gratitude
452.5462501	1.0	448.9393	Gratitude
452.7360001	1.0	448.9393	Gratitude
453.0758501	1.0	448.9393	Gratitude
453.2941001	1.0	448.9393	Gratitude
453.9538001	1.0	448.9393	Gratitude
454.0320001	1.0	448.9393	Gratitude
454.1200001	1.0	448.9393	Gratitude
454.2415501	1.0	448.9393	Gratitude
454.3014501	1.0	448.9393	Gratitude
454.3610001	1.0	448.9393	Gratitude
454.4233501	1.0	448.9393	Gratitude
454.4935001	1.0	448.9393	Gratitude
454.5855501	1.0	448.9393	Gratitude
454.7193001	1.0	448.9393	Gratitude
454.8673001	1.0	448.9393	Gratitude
455.0034501	1.0	448.9393	Gratitude
455.2561001	1.0	448.9393	Gratitude
455.6294501	1.0	448.9393	Gratitude
455.9174501	1.0	448.9393	Gratitude
456.2391501	1.0	448.9393	Gratitude
456.2542001	1.0	448.9393	Gratitude
456.3041501	1.0	448.9393	Gratitude
456.5899501	1.0	448.9393	Gratitude
456.9777001	1.0	448.9393	Gratitude
457.6630001	1.0	448.9393	Gratitude
458.1904001	1.0	448.9393	Gratitude
458.2676501	1.0	448.9393	Gratitude
458.3594001	1.0	448.9393	Gratitude
458.5921501	1.0	448.9393	Gratitude
458.9684501	1.0	448.9393	Gratitude
459.1849001	1.0	448.9393	Gratitude
459.3060501	1.0	448.9393	Gratitude
460.4373001	0.0	448.9393	Gratitude
460.4413501	0.0	448.9393	Gratitude
467.0314001	1.0	465.2822	Calming
470.1597001	1.0	465.2822	Calming
470.2452001	1.0	465.2822	Calming
470.3456001	1.0	465.2822	Calming
472.8836501	1.0	465.2822	Calming
473.1457001	1.0	465.2822	Calming
473.2086501	1.0	465.2822	Calming
477.8566501	0.0	465.2822	Calming
484.8656501	1.0	481.6313	Love
485.3687501	1.0	481.6313	Love
485.8742501	1.0	481.6313	Love
488.1258001	1.0	481.6313	Love
488.2466001	1.0	481.6313	Love
489.1849001	1.0	481.6313	Love
494.2495001	0.0	481.6313	Love
494.2600501	0.0	481.6313	Love
499.3431501	0.0	498.1628	Sadness
499.3478501	0.0	498.1628	Sadness
499.3516501	0.0	498.1628	Sadness
499.5618001	1.0	498.1628	Sadness
499.6458501	1.0	498.1628	Sadness
499.7165501	1.0	498.1628	Sadness
499.7637001	1.0	498.1628	Sadness
499.8466501	1.0	498.1628	Sadness
499.9102001	1.0	498.1628	Sadness
499.9804501	1.0	498.1628	Sadness
500.0597501	1.0	498.1628	Sadness
500.1788001	1.0	498.1628	Sadness
500.3089001	1.0	498.1628	Sadness
500.3379001	1.0	498.1628	Sadness
500.4617501	1.0	498.1628	Sadness
500.6073501	1.0	498.1628	Sadness
500.7322001	1.0	498.1628	Sadness
500.8512501	1.0	498.1628	Sadness
500.9783001	1.0	498.1628	Sadness
501.1069001	1.0	498.1628	Sadness
501.2342501	1.0	498.1628	Sadness
501.3536001	1.0	498.1628	Sadness
501.4909001	1.0	498.1628	Sadness
501.6144001	1.0	498.1628	Sadness
501.7453001	1.0	498.1628	Sadness
501.9367501	1.0	498.1628	Sadness
502.2307001	1.0	498.1628	Sadness
502.3942001	1.0	498.1628	Sadness
502.5578001	1.0	498.1628	Sadness
502.7236501	1.0	498.1628	Sadness
502.8893501	1.0	498.1628	Sadness
503.1241001	1.0	498.1628	Sadness
503.6175001	1.0	498.1628	Sadness
503.7110501	1.0	498.1628	Sadness
504.5120501	1.0	498.1628	Sadness
504.6004001	1.0	498.1628	Sadness
504.6663501	1.0	498.1628	Sadness
504.7853001	1.0	498.1628	Sadness
504.8852501	1.0	498.1628	Sadness
504.9796001	1.0	498.1628	Sadness
505.0686001	1.0	498.1628	Sadness
505.1596001	1.0	498.1628	Sadness
505.2892001	1.0	498.1628	Sadness
505.4081501	1.0	498.1628	Sadness
505.5492501	1.0	498.1628	Sadness
505.7271001	1.0	498.1628	Sadness
505.8597001	1.0	498.1628	Sadness
506.0026001	1.0	498.1628	Sadness
506.1372501	1.0	498.1628	Sadness
506.5772001	1.0	498.1628	Sadness
506.9153001	1.0	498.1628	Sadness
507.7179501	1.0	498.1628	Sadness
507.9568501	1.0	498.1628	Sadness
508.0032501	1.0	498.1628	Sadness
508.0860001	1.0	498.1628	Sadness
508.6266001	1.0	498.1628	Sadness
508.7205501	1.0	498.1628	Sadness
508.8021001	1.0	498.1628	Sadness
508.8630501	1.0	498.1628	Sadness
509.0147001	1.0	498.1628	Sadness
509.1181501	1.0	498.1628	Sadness
509.1886501	1.0	498.1628	Sadness
509.3187501	1.0	498.1628	Sadness
509.3634001	1.0	498.1628	Sadness
514.7266501	0.0	514.7046	Happiness
516.2483501	1.0	514.7046	Happiness
516.5742001	1.0	514.7046	Happiness
517.4763001	1.0	514.7046	Happiness
517.5724501	1.0	514.7046	Happiness
517.6965001	1.0	514.7046	Happiness
517.8991001	1.0	514.7046	Happiness
517.9326001	1.0	514.7046	Happiness
518.0309501	1.0	514.7046	Happiness
518.2152001	1.0	514.7046	Happiness
518.8134501	1.0	514.7046	Happiness
519.0498001	1.0	514.7046	Happiness
519.5172001	1.0	514.7046	Happiness
519.6684001	1.0	514.7046	Happiness
520.7542001	1.0	514.7046	Happiness
520.9314501	1.0	514.7046	Happiness
520.9735501	1.0	514.7046	Happiness
521.2608501	1.0	514.7046	Happiness
521.5908501	1.0	514.7046	Happiness
522.1377001	1.0	514.7046	Happiness
522.2629501	1.0	514.7046	Happiness
522.3030501	1.0	514.7046	Happiness
522.3992501	1.0	514.7046	Happiness
522.4693001	1.0	514.7046	Happiness
522.5826001	1.0	514.7046	Happiness
522.6745501	1.0	514.7046	Happiness
523.3662501	1.0	514.7046	Happiness
523.5200501	1.0	514.7046	Happiness
523.6695501	1.0	514.7046	Happiness
523.6975501	1.0	514.7046	Happiness
523.8104501	1.0	514.7046	Happiness
524.6205001	1.0	514.7046	Happiness
524.9043501	1.0	514.7046	Happiness
525.0357501	1.0	514.7046	Happiness
525.1954501	1.0	514.7046	Happiness
533.1161001	1.0	531.2361	Sadness
533.1728001	1.0	531.2361	Sadness
533.2574001	1.0	531.2361	Sadness
533.3347501	1.0	531.2361	Sadness
533.4073501	1.0	531.2361	Sadness
533.4977501	1.0	531.2361	Sadness
533.6184501	1.0	531.2361	Sadness
533.7335501	1.0	531.2361	Sadness
536.7750001	1.0	531.2361	Sadness
536.8493001	1.0	531.2361	Sadness
536.9714501	1.0	531.2361	Sadness
537.1248001	1.0	531.2361	Sadness
538.4113501	1.0	531.2361	Sadness
538.5450001	1.0	531.2361	Sadness
538.6205001	1.0	531.2361	Sadness
538.6880001	1.0	531.2361	Sadness
538.7415501	1.0	531.2361	Sadness
538.7918501	1.0	531.2361	Sadness
538.8383501	1.0	531.2361	Sadness
538.8863501	1.0	531.2361	Sadness
538.9337001	1.0	531.2361	Sadness
538.9860501	1.0	531.2361	Sadness
539.0697001	1.0	531.2361	Sadness
539.1743501	1.0	531.2361	Sadness
539.2794501	1.0	531.2361	Sadness
539.3683501	1.0	531.2361	Sadness
539.4674001	1.0	531.2361	Sadness
539.5643501	1.0	531.2361	Sadness
539.6766501	1.0	531.2361	Sadness
539.7903501	1.0	531.2361	Sadness
539.9354001	1.0	531.2361	Sadness
540.0650001	1.0	531.2361	Sadness
540.3129001	1.0	531.2361	Sadness
541.2262501	1.0	531.2361	Sadness
542.1724501	1.0	531.2361	Sadness
542.2069501	1.0	531.2361	Sadness
542.2448001	1.0	531.2361	Sadness
542.3142501	1.0	531.2361	Sadness
542.3547001	1.0	531.2361	Sadness
542.3959001	1.0	531.2361	Sadness
542.4298501	1.0	531.2361	Sadness
542.4537501	1.0	531.2361	Sadness
542.4882501	1.0	531.2361	Sadness
549.4316501	1.0	547.9531	Attention
549.5833001	1.0	547.9531	Attention
549.7391001	1.0	547.9531	Attention
549.8962001	1.0	547.9531	Attention
549.9094001	1.0	547.9531	Attention
550.0677501	1.0	547.9531	Attention
550.2348001	1.0	547.9531	Attention
551.9013001	1.0	547.9531	Attention
552.0696501	1.0	547.9531	Attention
552.0828001	1.0	547.9531	Attention
552.2399501	1.0	547.9531	Attention
552.4228501	1.0	547.9531	Attention
552.6018501	1.0	547.9531	Attention
552.6151001	1.0	547.9531	Attention
552.7782501	1.0	547.9531	Attention
552.9645001	1.0	547.9531	Attention
553.1369001	1.0	547.9531	Attention
554.7150001	1.0	547.9531	Attention
554.7887501	1.0	547.9531	Attention
554.9117501	1.0	547.9531	Attention
554.9626501	1.0	547.9531	Attention
555.0718001	1.0	547.9531	Attention
555.0785001	1.0	547.9531	Attention
555.2428501	1.0	547.9531	Attention
555.4045501	1.0	547.9531	Attention
555.4553501	1.0	547.9531	Attention
555.5664501	1.0	547.9531	Attention
555.5839001	1.0	547.9531	Attention
555.7418001	1.0	547.9531	Attention
555.9095001	1.0	547.9531	Attention
556.0775001	1.0	547.9531	Attention
565.7931501	1.0	564.4836	Happiness
565.9099001	1.0	564.4836	Happiness
565.9165001	1.0	564.4836	Happiness
565.9659001	1.0	564.4836	Happiness
566.0174501	0.0	564.4836	Happiness
566.1029501	1.0	564.4836	Happiness
566.2747001	1.0	564.4836	Happiness
566.4770001	1.0	564.4836	Happiness
567.1470001	1.0	564.4836	Happiness
567.3259501	1.0	564.4836	Happiness
567.3334501	1.0	564.4836	Happiness
567.3718501	1.0	564.4836	Happiness
567.5124501	1.0	564.4836	Happiness
567.7164501	1.0	564.4836	Happiness
568.2864001	1.0	564.4836	Happiness
568.3357001	1.0	564.4836	Happiness
568.4854001	1.0	564.4836	Happiness
568.6453501	1.0	564.4836	Happiness
569.5894001	1.0	564.4836	Happiness
569.7678501	1.0	564.4836	Happiness
570.0275501	1.0	564.4836	Happiness
570.0889501	1.0	564.4836	Happiness
570.1069001	0.0	564.4836	Happiness
570.2502501	1.0	564.4836	Happiness
571.2131001	1.0	564.4836	Happiness
571.4028501	1.0	564.4836	Happiness
571.5244501	1.0	564.4836	Happiness
571.5703501	1.0	564.4836	Happiness
571.7746501	1.0	564.4836	Happiness
571.9912001	1.0	564.4836	Happiness
572.0508001	1.0	564.4836	Happiness
572.8238501	1.0	564.4836	Happiness
572.9717501	1.0	564.4836	Happiness
573.0053001	1.0	564.4836	Happiness
573.0235501	1.0	564.4836	Happiness
573.3395001	1.0	564.4836	Happiness
573.3631001	1.0	564.4836	Happiness
573.5159501	1.0	564.4836	Happiness
573.8044001	1.0	564.4836	Happiness
574.0931501	1.0	564.4836	Happiness
574.1487501	1.0	564.4836	Happiness
574.2997501	1.0	564.4836	Happiness
574.3416501	1.0	564.4836	Happiness
574.5136001	1.0	564.4836	Happiness
574.6796501	1.0	564.4836	Happiness
574.7334501	1.0	564.4836	Happiness
574.8932501	1.0	564.4836	Happiness
574.9339501	1.0	564.4836	Happiness
583.3960501	1.0	580.8347	Love
583.5801001	1.0	580.8347	Love
583.6323501	1.0	580.8347	Love
583.7170501	1.0	580.8347	Love
584.4205501	1.0	580.8347	Love
586.0991001	1.0	580.8347	Love
587.4867001	1.0	580.8347	Love
587.8962501	1.0	580.8347	Love
590.6200501	1.0	580.8347	Love
590.7774001	1.0	580.8347	Love
598.5919501	1.0	597.3662	Gratitude
598.7514001	1.0	597.3662	Gratitude
598.8307001	1.0	597.3662	Gratitude
598.9227501	1.0	597.3662	Gratitude
598.9983501	1.0	597.3662	Gratitude
599.0626001	1.0	597.3662	Gratitude
599.1146501	1.0	597.3662	Gratitude
599.1736001	1.0	597.3662	Gratitude
599.2363001	1.0	597.3662	Gratitude
599.3302501	1.0	597.3662	Gratitude
599.4392501	1.0	597.3662	Gratitude
599.5990001	1.0	597.3662	Gratitude
599.7811001	1.0	597.3662	Gratitude
599.8163501	1.0	597.3662	Gratitude
599.9141501	1.0	597.3662	Gratitude
600.2152001	1.0	597.3662	Gratitude
600.2209501	1.0	597.3662	Gratitude
600.4580501	1.0	597.3662	Gratitude
600.4637001	1.0	597.3662	Gratitude
600.6993501	1.0	597.3662	Gratitude
600.9106001	1.0	597.3662	Gratitude
601.1253001	1.0	597.3662	Gratitude
601.8394501	1.0	597.3662	Gratitude
601.9338501	1.0	597.3662	Gratitude
601.9802501	1.0	597.3662	Gratitude
602.0424501	1.0	597.3662	Gratitude
602.1163001	1.0	597.3662	Gratitude
602.2571001	1.0	597.3662	Gratitude
603.9097001	1.0	597.3662	Gratitude
604.0396501	1.0	597.3662	Gratitude
604.4760501	1.0	597.3662	Gratitude
604.4817501	1.0	597.3662	Gratitude
604.8359501	1.0	597.3662	Gratitude
605.1743001	0.0	597.3662	Gratitude
605.5213001	0.0	597.3662	Gratitude
606.2143001	1.0	597.3662	Gratitude
606.3186501	1.0	597.3662	Gratitude
606.3471001	1.0	597.3662	Gratitude
606.3731001	1.0	597.3662	Gratitude
606.4036001	1.0	597.3662	Gratitude
606.4438501	1.0	597.3662	Gratitude
606.6793501	1.0	597.3662	Gratitude
606.9432501	1.0	597.3662	Gratitude
607.0699001	1.0	597.3662	Gratitude
607.1592501	1.0	597.3662	Gratitude
607.2318501	1.0	597.3662	Gratitude
607.3029501	1.0	597.3662	Gratitude
607.3917001	1.0	597.3662	Gratitude
607.4892001	1.0	597.3662	Gratitude
607.5717001	1.0	597.3662	Gratitude
607.6464001	1.0	597.3662	Gratitude
607.7316001	1.0	597.3662	Gratitude
607.8501001	1.0	597.3662	Gratitude
614.6322501	1.0	613.7164	Calming
617.3827501	1.0	613.7164	Calming
617.5796501	1.0	613.7164	Calming
619.9627501	1.0	613.7164	Calming
620.2003001	1.0	613.7164	Calming
627.5152001	0.0	613.7164	Calming
628.4718001	0.0	613.7164	Calming
