 	Spike markers	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
44.27005	1.0	36.43	calming
44.2889	1.0	36.43	calming
44.3162	1.0	36.43	calming
44.33145	0.0	36.43	calming
44.37205	1.0	36.43	calming
44.40915	1.0	36.43	calming
44.4222	1.0	36.43	calming
44.5171	0.0	36.43	calming
44.5367	1.0	36.43	calming
44.6175	1.0	36.43	calming
44.69825	1.0	36.43	calming
44.90815	1.0	36.43	calming
44.97755	0.0	36.43	calming
45.02595	1.0	36.43	calming
45.04675	1.0	36.43	calming
45.07425	1.0	36.43	calming
45.08075	1.0	36.43	calming
45.08745	0.0	36.43	calming
45.09575	1.0	36.43	calming
45.10995	1.0	36.43	calming
45.13085	1.0	36.43	calming
45.1486	0.0	36.43	calming
45.1855	1.0	36.43	calming
45.1923	1.0	36.43	calming
45.2018	1.0	36.43	calming
45.20695	1.0	36.43	calming
45.2798	1.0	36.43	calming
45.2962	0.0	36.43	calming
45.3441	1.0	36.43	calming
45.3552	1.0	36.43	calming
45.3903	1.0	36.43	calming
45.3991	1.0	36.43	calming
45.42625	1.0	36.43	calming
45.43375	1.0	36.43	calming
45.44255	1.0	36.43	calming
45.47425	1.0	36.43	calming
45.51205	0.0	36.43	calming
45.55165	1.0	36.43	calming
45.6088	0.0	36.43	calming
45.62945	1.0	36.43	calming
45.6361	1.0	36.43	calming
45.65975	1.0	36.43	calming
45.7113	1.0	36.43	calming
45.75355	1.0	36.43	calming
45.77035	0.0	36.43	calming
45.79955	1.0	36.43	calming
45.8409	1.0	36.43	calming
45.8481	1.0	36.43	calming
45.8551	1.0	36.43	calming
45.8962	1.0	36.43	calming
45.93345	0.0	36.43	calming
46.05575	1.0	36.43	calming
46.11035	0.0	36.43	calming
46.12575	1.0	36.43	calming
46.1489	1.0	36.43	calming
46.1976	1.0	36.43	calming
46.2111	1.0	36.43	calming
46.2899	1.0	36.43	calming
46.3137	1.0	36.43	calming
46.33035	1.0	36.43	calming
46.3943	0.0	36.43	calming
46.4889	1.0	36.43	calming
46.5911	1.0	36.43	calming
46.60545	1.0	36.43	calming
46.6095	1.0	36.43	calming
