 	Channel 4	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
816.0868999	1.0	816.005	Calming
816.1084499	1.0	816.005	Calming
816.3226999	1.0	816.005	Calming
816.3280999	1.0	816.005	Calming
816.3594499	1.0	816.005	Calming
816.3840999	1.0	816.005	Calming
816.4062999	1.0	816.005	Calming
816.4249499	1.0	816.005	Calming
816.4334999	1.0	816.005	Calming
816.4658999	1.0	816.005	Calming
816.4945499	1.0	816.005	Calming
816.5177999	1.0	816.005	Calming
816.5424999	1.0	816.005	Calming
816.5472999	1.0	816.005	Calming
816.5675499	1.0	816.005	Calming
816.5915999	1.0	816.005	Calming
816.6179499	1.0	816.005	Calming
816.6589499	0.0	816.005	Calming
816.6940499	1.0	816.005	Calming
816.7637499	1.0	816.005	Calming
816.9690499	1.0	816.005	Calming
817.0777999	1.0	816.005	Calming
817.1646499	1.0	816.005	Calming
817.1796999	1.0	816.005	Calming
817.3858999	1.0	816.005	Calming
817.4205999	1.0	816.005	Calming
817.4266999	1.0	816.005	Calming
817.4594999	1.0	816.005	Calming
817.4750999	1.0	816.005	Calming
817.5063499	1.0	816.005	Calming
817.5523999	1.0	816.005	Calming
817.6043499	1.0	816.005	Calming
817.6290499	1.0	816.005	Calming
817.6415499	1.0	816.005	Calming
817.6648499	1.0	816.005	Calming
817.7221999	1.0	816.005	Calming
817.7392499	1.0	816.005	Calming
817.7583999	1.0	816.005	Calming
817.7800499	1.0	816.005	Calming
817.8034499	1.0	816.005	Calming
817.8171999	1.0	816.005	Calming
817.8254499	1.0	816.005	Calming
817.8503999	1.0	816.005	Calming
817.8784499	1.0	816.005	Calming
817.8862499	1.0	816.005	Calming
817.9152999	1.0	816.005	Calming
817.9300499	1.0	816.005	Calming
817.9571499	1.0	816.005	Calming
817.9657499	1.0	816.005	Calming
817.9733999	1.0	816.005	Calming
818.2575999	1.0	816.005	Calming
819.4808999	1.0	816.005	Calming
819.6605499	1.0	816.005	Calming
819.6899499	1.0	816.005	Calming
819.7448999	1.0	816.005	Calming
819.8066999	1.0	816.005	Calming
819.8371999	1.0	816.005	Calming
819.8479499	1.0	816.005	Calming
819.9423999	1.0	816.005	Calming
819.9824499	1.0	816.005	Calming
820.0035999	1.0	816.005	Calming
820.1756499	1.0	816.005	Calming
820.2360499	1.0	816.005	Calming
820.2539999	1.0	816.005	Calming
820.3260999	1.0	816.005	Calming
820.3464999	1.0	816.005	Calming
820.3990999	1.0	816.005	Calming
820.4366499	1.0	816.005	Calming
820.5010499	1.0	816.005	Calming
820.5377499	1.0	816.005	Calming
820.5444999	1.0	816.005	Calming
820.5744999	1.0	816.005	Calming
820.6063499	1.0	816.005	Calming
820.6163499	1.0	816.005	Calming
820.6403999	1.0	816.005	Calming
820.6716999	1.0	816.005	Calming
820.7018499	1.0	816.005	Calming
820.7318499	0.0	816.005	Calming
820.7606999	1.0	816.005	Calming
820.7921499	1.0	816.005	Calming
820.8253999	0.0	816.005	Calming
820.8527499	1.0	816.005	Calming
821.0338499	1.0	816.005	Calming
821.1480999	1.0	816.005	Calming
821.1810499	1.0	816.005	Calming
821.1944499	1.0	816.005	Calming
821.2649499	1.0	816.005	Calming
821.2968499	1.0	816.005	Calming
821.3414499	1.0	816.005	Calming
821.3936999	1.0	816.005	Calming
821.4045999	1.0	816.005	Calming
821.4347999	1.0	816.005	Calming
823.1265999	1.0	816.005	Calming
823.2469999	1.0	816.005	Calming
823.2969999	0.0	816.005	Calming
823.3239999	1.0	816.005	Calming
823.3711999	1.0	816.005	Calming
823.4557499	1.0	816.005	Calming
823.5412499	1.0	816.005	Calming
823.6104999	1.0	816.005	Calming
823.7226499	1.0	816.005	Calming
823.7883999	1.0	816.005	Calming
823.8179999	1.0	816.005	Calming
823.9847999	1.0	816.005	Calming
824.1445999	1.0	816.005	Calming
824.1965999	1.0	816.005	Calming
824.2354499	1.0	816.005	Calming
824.2438999	1.0	816.005	Calming
824.2763999	1.0	816.005	Calming
824.3445999	1.0	816.005	Calming
824.3513499	1.0	816.005	Calming
824.3781999	1.0	816.005	Calming
824.4054499	1.0	816.005	Calming
824.4340499	0.0	816.005	Calming
824.4620499	1.0	816.005	Calming
824.4709999	1.0	816.005	Calming
824.4932999	1.0	816.005	Calming
824.5180499	1.0	816.005	Calming
824.5411499	1.0	816.005	Calming
824.5812499	1.0	816.005	Calming
824.5921499	1.0	816.005	Calming
824.6108499	1.0	816.005	Calming
824.6473999	1.0	816.005	Calming
824.6950499	1.0	816.005	Calming
824.7773499	1.0	816.005	Calming
824.7918499	1.0	816.005	Calming
824.8735499	1.0	816.005	Calming
824.9228499	1.0	816.005	Calming
825.0045999	1.0	816.005	Calming
825.0302499	1.0	816.005	Calming
825.1237499	1.0	816.005	Calming
825.1424499	1.0	816.005	Calming
825.2094999	1.0	816.005	Calming
826.6189499	1.0	816.005	Calming
826.6376499	1.0	816.005	Calming
826.8262499	1.0	816.005	Calming
826.8753499	1.0	816.005	Calming
826.9470999	1.0	816.005	Calming
